Fiscal Year,District,Rank,Years,,I,II,III
2018 - 2019,001 Adair County,II,9,,48028,0,0
2018 - 2019,001 Adair County,II,10,,49500,0,0
2018 - 2019,001 Adair County,II,11,,49995,0,0
2018 - 2019,001 Adair County,II,12,,50495,0,0
2018 - 2019,001 Adair County,II,13,,51000,0,0
2018 - 2019,001 Adair County,II,14,,51510,0,0
2018 - 2019,001 Adair County,II,15,,51639,0,0
2018 - 2019,001 Adair County,II,16,,51768,0,0
2018 - 2019,001 Adair County,II,17,,51897,0,0
2018 - 2019,001 Adair County,II,18,,52027,0,0
2018 - 2019,001 Adair County,II,19,,52157,0,0
2018 - 2019,001 Adair County,II,20,,52418,0,0
2018 - 2019,001 Adair County,II,21,,52549,0,0
2018 - 2019,001 Adair County,II,22,,52680,0,0
2018 - 2019,001 Adair County,II,23,,52812,0,0
2018 - 2019,001 Adair County,II,24,,52944,0,0
2018 - 2019,001 Adair County,II,25,,53076,0,0
2018 - 2019,001 Adair County,II,26,,53209,0,0
2018 - 2019,001 Adair County,II,27,,53342,0,0
2018 - 2019,001 Adair County,II,28,,53475,0,0
2018 - 2019,001 Adair County,II,29,,53609,0,0
2018 - 2019,001 Adair County,II,30,,53743,0,0
2018 - 2019,001 Adair County,II,31,,53743,0,0
2018 - 2019,001 Adair County,II,32,,53743,0,0
2018 - 2019,001 Adair County,II,33,,53743,0,0
2018 - 2019,001 Adair County,II,34,,53743,0,0
2018 - 2019,001 Adair County,II,35,,53743,0,0
2018 - 2019,001 Adair County,II,36,,53743,0,0
2018 - 2019,001 Adair County,II,37,,53743,0,0
2018 - 2019,001 Adair County,II,38,,53743,0,0
2018 - 2019,001 Adair County,II,39,,53743,0,0
2018 - 2019,001 Adair County,II,40,,53743,0,0
2018 - 2019,001 Adair County,III,0,,36000,0,0
2018 - 2019,001 Adair County,III,1,,36720,0,0
2018 - 2019,001 Adair County,III,2,,37454,0,0
2018 - 2019,001 Adair County,III,3,,38203,0,0
2018 - 2019,001 Adair County,III,4,,39000,0,0
2018 - 2019,001 Adair County,III,5,,39780,0,0
2018 - 2019,001 Adair County,III,6,,40576,0,0
2018 - 2019,001 Adair County,III,7,,41387,0,0
2018 - 2019,001 Adair County,III,8,,42215,0,0
2018 - 2019,001 Adair County,III,9,,43059,0,0
2018 - 2019,001 Adair County,III,10,,44500,0,0
2018 - 2019,001 Adair County,III,11,,44945,0,0
2018 - 2019,001 Adair County,III,12,,45394,0,0
2018 - 2019,001 Adair County,III,13,,45848,0,0
2018 - 2019,001 Adair County,III,14,,46307,0,0
2018 - 2019,001 Adair County,III,15,,46770,0,0
2018 - 2019,001 Adair County,III,16,,47238,0,0
2018 - 2019,001 Adair County,III,17,,47710,0,0
2018 - 2019,001 Adair County,III,18,,48187,0,0
2018 - 2019,001 Adair County,III,19,,48669,0,0
2018 - 2019,001 Adair County,III,20,,48791,0,0
2018 - 2019,001 Adair County,III,21,,48913,0,0
2018 - 2019,001 Adair County,III,22,,49035,0,0
2018 - 2019,001 Adair County,III,23,,49158,0,0
2018 - 2019,001 Adair County,III,24,,49280,0,0
2018 - 2019,001 Adair County,III,25,,49404,0,0
2018 - 2019,001 Adair County,III,26,,49527,0,0
2018 - 2019,001 Adair County,III,27,,49651,0,0
2018 - 2019,001 Adair County,III,28,,49775,0,0
2018 - 2019,001 Adair County,III,29,,49899,0,0
2018 - 2019,001 Adair County,III,30,,50024,0,0
2018 - 2019,001 Adair County,III,31,,50024,0,0
2018 - 2019,001 Adair County,III,32,,50024,0,0
2018 - 2019,001 Adair County,III,33,,50024,0,0
2018 - 2019,001 Adair County,III,34,,50024,0,0
2018 - 2019,001 Adair County,III,35,,50024,0,0
2018 - 2019,001 Adair County,III,36,,50024,0,0
2018 - 2019,001 Adair County,III,37,,50024,0,0
2018 - 2019,001 Adair County,III,38,,50024,0,0
2018 - 2019,001 Adair County,III,39,,50024,0,0
2018 - 2019,001 Adair County,III,40,,50024,0,0
2018 - 2019,001 Adair County,IV,0,,30533,0,0
2018 - 2019,001 Adair County,IV,1,,30533,0,0
2018 - 2019,001 Adair County,IV,2,,30533,0,0
2018 - 2019,001 Adair County,IV,3,,30533,0,0
2018 - 2019,001 Adair County,IV,4,,30533,0,0
2018 - 2019,001 Adair County,IV,5,,30533,0,0
2018 - 2019,001 Adair County,IV,6,,30533,0,0
2018 - 2019,001 Adair County,IV,7,,30533,0,0
2018 - 2019,001 Adair County,IV,8,,30533,0,0
2018 - 2019,001 Adair County,IV,9,,30533,0,0
2018 - 2019,001 Adair County,IV,10,,30533,0,0
2018 - 2019,001 Adair County,IV,11,,30533,0,0
2018 - 2019,001 Adair County,IV,12,,30533,0,0
2018 - 2019,001 Adair County,IV,13,,30533,0,0
2018 - 2019,001 Adair County,IV,14,,30533,0,0
2018 - 2019,001 Adair County,IV,15,,30533,0,0
2018 - 2019,001 Adair County,IV,16,,30533,0,0
2018 - 2019,001 Adair County,IV,17,,30533,0,0
2018 - 2019,001 Adair County,IV,18,,30533,0,0
2018 - 2019,001 Adair County,IV,19,,30533,0,0
2018 - 2019,001 Adair County,IV,20,,30533,0,0
2018 - 2019,001 Adair County,IV,21,,30533,0,0
2018 - 2019,001 Adair County,IV,22,,30533,0,0
2018 - 2019,001 Adair County,IV,23,,30533,0,0
2018 - 2019,001 Adair County,IV,24,,30533,0,0
2018 - 2019,001 Adair County,IV,25,,30533,0,0
2018 - 2019,001 Adair County,IV,26,,30533,0,0
2018 - 2019,001 Adair County,IV,27,,30533,0,0
2018 - 2019,001 Adair County,IV,28,,30533,0,0
2018 - 2019,001 Adair County,IV,29,,30533,0,0
2018 - 2019,001 Adair County,IV,30,,30533,0,0
2018 - 2019,001 Adair County,IV,31,,30533,0,0
2018 - 2019,001 Adair County,IV,32,,30533,0,0
2018 - 2019,001 Adair County,IV,33,,30533,0,0
2018 - 2019,001 Adair County,IV,34,,30533,0,0
2018 - 2019,001 Adair County,IV,35,,30533,0,0
2018 - 2019,001 Adair County,IV,36,,30533,0,0
2018 - 2019,001 Adair County,IV,37,,30533,0,0
2018 - 2019,001 Adair County,IV,38,,30533,0,0
2018 - 2019,001 Adair County,IV,39,,30533,0,0
2018 - 2019,001 Adair County,IV,40,,30533,0,0
2018 - 2019,001 Adair County,V,0,,28541,0,0
2018 - 2019,001 Adair County,V,1,,28541,0,0
2018 - 2019,001 Adair County,V,2,,28541,0,0
2018 - 2019,001 Adair County,V,3,,28541,0,0
2018 - 2019,001 Adair County,V,4,,28541,0,0
2018 - 2019,001 Adair County,V,5,,28541,0,0
2018 - 2019,001 Adair County,V,6,,28541,0,0
2018 - 2019,001 Adair County,V,7,,28541,0,0
2018 - 2019,001 Adair County,V,8,,28541,0,0
2018 - 2019,001 Adair County,V,9,,28541,0,0
2018 - 2019,001 Adair County,V,10,,28541,0,0
2018 - 2019,001 Adair County,V,11,,28541,0,0
2018 - 2019,001 Adair County,V,12,,28541,0,0
2018 - 2019,001 Adair County,V,13,,28541,0,0
2018 - 2019,001 Adair County,V,14,,28541,0,0
2018 - 2019,001 Adair County,V,15,,28541,0,0
2018 - 2019,001 Adair County,V,16,,28541,0,0
2018 - 2019,001 Adair County,V,17,,28541,0,0
2018 - 2019,001 Adair County,V,18,,28541,0,0
2018 - 2019,001 Adair County,V,19,,28541,0,0
2018 - 2019,001 Adair County,V,20,,28541,0,0
2018 - 2019,001 Adair County,V,21,,28541,0,0
2018 - 2019,001 Adair County,V,22,,28541,0,0
2018 - 2019,001 Adair County,V,23,,28541,0,0
2018 - 2019,001 Adair County,V,24,,28541,0,0
2018 - 2019,001 Adair County,V,25,,28541,0,0
2018 - 2019,001 Adair County,V,26,,28541,0,0
2018 - 2019,001 Adair County,V,27,,28541,0,0
2018 - 2019,001 Adair County,V,28,,28541,0,0
2018 - 2019,001 Adair County,V,29,,28541,0,0
2018 - 2019,001 Adair County,V,30,,28541,0,0
2018 - 2019,001 Adair County,V,31,,28541,0,0
2018 - 2019,001 Adair County,V,32,,28541,0,0
2018 - 2019,001 Adair County,V,33,,28541,0,0
2018 - 2019,001 Adair County,V,34,,28541,0,0
2018 - 2019,001 Adair County,V,35,,28541,0,0
2018 - 2019,001 Adair County,V,36,,28541,0,0
2018 - 2019,001 Adair County,V,37,,28541,0,0
2018 - 2019,001 Adair County,V,38,,28541,0,0
2018 - 2019,001 Adair County,V,39,,28541,0,0
2018 - 2019,001 Adair County,V,40,,28541,0,0
2018 - 2019,005 Allen County,I,0,,45648,47871,0
2018 - 2019,005 Allen County,I,1,,45737,47961,0
2018 - 2019,005 Allen County,I,2,,45832,48059,0
2018 - 2019,005 Allen County,I,3,,45918,48147,0
2018 - 2019,005 Allen County,I,4,,50215,52442,0
2018 - 2019,005 Allen County,I,5,,50303,52533,0
2018 - 2019,005 Allen County,I,6,,50394,52627,0
2018 - 2019,005 Allen County,I,7,,50482,52715,0
2018 - 2019,005 Allen County,I,8,,50572,52807,0
2018 - 2019,005 Allen County,I,9,,50662,52897,0
2018 - 2019,005 Allen County,I,10,,56319,58552,0
2018 - 2019,005 Allen County,I,11,,56407,58643,0
2018 - 2019,005 Allen County,I,12,,56497,58730,0
2018 - 2019,005 Allen County,I,13,,56584,58821,0
2018 - 2019,005 Allen County,I,14,,56671,58912,0
2018 - 2019,005 Allen County,I,15,,57925,60162,0
2018 - 2019,005 Allen County,I,16,,58012,60253,0
2018 - 2019,005 Allen County,I,17,,58104,60344,0
2018 - 2019,005 Allen County,I,18,,58193,60437,0
2018 - 2019,005 Allen County,I,19,,58286,60530,0
2018 - 2019,005 Allen County,I,20,,59186,61433,0
2018 - 2019,005 Allen County,I,21,,59278,61524,0
2018 - 2019,005 Allen County,I,22,,59371,61618,0
2018 - 2019,005 Allen County,I,23,,59461,61711,0
2018 - 2019,005 Allen County,I,24,,59552,61805,0
2018 - 2019,005 Allen County,I,25,,60253,62506,0
2018 - 2019,005 Allen County,I,26,,60376,62628,0
2018 - 2019,005 Allen County,I,27,,60496,62747,0
2018 - 2019,005 Allen County,I,28,,60617,62873,0
2018 - 2019,005 Allen County,I,29,,60739,62993,0
2018 - 2019,005 Allen County,I,30,,62561,64818,0
2018 - 2019,005 Allen County,I,31,,62561,64818,0
2018 - 2019,005 Allen County,I,32,,62561,64818,0
2018 - 2019,005 Allen County,I,33,,62561,64818,0
2018 - 2019,005 Allen County,I,34,,62561,64818,0
2018 - 2019,005 Allen County,I,35,,62561,64818,0
2018 - 2019,005 Allen County,I,36,,62561,64818,0
2018 - 2019,005 Allen County,I,37,,62561,64818,0
2018 - 2019,005 Allen County,I,38,,62561,64818,0
2018 - 2019,005 Allen County,I,39,,62561,64818,0
2018 - 2019,005 Allen County,I,40,,62561,64818,0
2018 - 2019,005 Allen County,II,0,,41700,0,0
2018 - 2019,005 Allen County,II,1,,41789,0,0
2018 - 2019,005 Allen County,II,2,,41874,0,0
2018 - 2019,005 Allen County,II,3,,41961,0,0
2018 - 2019,005 Allen County,II,4,,45583,0,0
2018 - 2019,005 Allen County,II,5,,45674,0,0
2018 - 2019,005 Allen County,II,6,,45760,0,0
2018 - 2019,005 Allen County,II,7,,45851,0,0
2018 - 2019,005 Allen County,II,8,,45943,0,0
2018 - 2019,005 Allen County,II,9,,46031,0,0
2018 - 2019,005 Allen County,II,10,,52114,0,0
2018 - 2019,005 Allen County,II,11,,52204,0,0
2018 - 2019,005 Allen County,II,12,,52293,0,0
2018 - 2019,005 Allen County,II,13,,52380,0,0
2018 - 2019,005 Allen County,II,14,,52471,0,0
2018 - 2019,005 Allen County,II,15,,53738,0,0
2018 - 2019,005 Allen County,II,16,,53829,0,0
2018 - 2019,005 Allen County,II,17,,53919,0,0
2018 - 2019,005 Allen County,II,18,,54006,0,0
2018 - 2019,005 Allen County,II,19,,54098,0,0
2018 - 2019,005 Allen County,II,20,,55812,0,0
2018 - 2019,005 Allen County,II,21,,55905,0,0
2018 - 2019,005 Allen County,II,22,,55995,0,0
2018 - 2019,005 Allen County,II,23,,56086,0,0
2018 - 2019,005 Allen County,II,24,,56179,0,0
2018 - 2019,005 Allen County,II,25,,56877,0,0
2018 - 2019,005 Allen County,II,26,,56999,0,0
2018 - 2019,005 Allen County,II,27,,57121,0,0
2018 - 2019,005 Allen County,II,28,,57242,0,0
2018 - 2019,005 Allen County,II,29,,57364,0,0
2018 - 2019,005 Allen County,II,30,,59188,0,0
2018 - 2019,005 Allen County,II,31,,59188,0,0
2018 - 2019,005 Allen County,II,32,,59188,0,0
2018 - 2019,005 Allen County,II,33,,59188,0,0
2018 - 2019,005 Allen County,II,34,,59188,0,0
2018 - 2019,005 Allen County,II,35,,59188,0,0
2018 - 2019,005 Allen County,II,36,,59188,0,0
2018 - 2019,005 Allen County,II,37,,59188,0,0
2018 - 2019,005 Allen County,II,38,,59188,0,0
2018 - 2019,005 Allen County,II,39,,59188,0,0
2018 - 2019,005 Allen County,II,40,,59188,0,0
2018 - 2019,005 Allen County,III,0,,37355,0,0
2018 - 2019,005 Allen County,III,1,,37441,0,0
2018 - 2019,005 Allen County,III,2,,37528,0,0
2018 - 2019,005 Allen County,III,3,,37610,0,0
2018 - 2019,005 Allen County,III,4,,41451,0,0
2018 - 2019,005 Allen County,III,5,,41538,0,0
2018 - 2019,005 Allen County,III,6,,41623,0,0
2018 - 2019,005 Allen County,III,7,,41711,0,0
2018 - 2019,005 Allen County,III,8,,41798,0,0
2018 - 2019,005 Allen County,III,9,,41887,0,0
2018 - 2019,005 Allen County,III,10,,47743,0,0
2018 - 2019,005 Allen County,III,11,,47834,0,0
2018 - 2019,005 Allen County,III,12,,47918,0,0
2018 - 2019,005 Allen County,III,13,,48009,0,0
2018 - 2019,005 Allen County,III,14,,48102,0,0
2018 - 2019,005 Allen County,III,15,,49367,0,0
2018 - 2019,005 Allen County,III,16,,49458,0,0
2018 - 2019,005 Allen County,III,17,,49550,0,0
2018 - 2019,005 Allen County,III,18,,49639,0,0
2018 - 2019,005 Allen County,III,19,,49726,0,0
2018 - 2019,005 Allen County,III,20,,52253,0,0
2018 - 2019,005 Allen County,III,21,,52343,0,0
2018 - 2019,005 Allen County,III,22,,52435,0,0
2018 - 2019,005 Allen County,III,23,,52524,0,0
2018 - 2019,005 Allen County,III,24,,52612,0,0
2018 - 2019,005 Allen County,III,25,,53309,0,0
2018 - 2019,005 Allen County,III,26,,53432,0,0
2018 - 2019,005 Allen County,III,27,,53554,0,0
2018 - 2019,005 Allen County,III,28,,53674,0,0
2018 - 2019,005 Allen County,III,29,,53796,0,0
2018 - 2019,005 Allen County,III,30,,55620,0,0
2018 - 2019,005 Allen County,III,31,,55620,0,0
2018 - 2019,005 Allen County,III,32,,55620,0,0
2018 - 2019,005 Allen County,III,33,,55620,0,0
2018 - 2019,005 Allen County,III,34,,55620,0,0
2018 - 2019,005 Allen County,III,35,,55620,0,0
2018 - 2019,005 Allen County,III,36,,55620,0,0
2018 - 2019,005 Allen County,III,37,,55620,0,0
2018 - 2019,005 Allen County,III,38,,55620,0,0
2018 - 2019,005 Allen County,III,39,,55620,0,0
2018 - 2019,005 Allen County,III,40,,55620,0,0
2018 - 2019,005 Allen County,IV,0,,32217,0,0
2018 - 2019,005 Allen County,IV,1,,32217,0,0
2018 - 2019,005 Allen County,IV,2,,32217,0,0
2018 - 2019,005 Allen County,IV,3,,32217,0,0
2018 - 2019,005 Allen County,IV,4,,32217,0,0
2018 - 2019,005 Allen County,IV,5,,32217,0,0
2018 - 2019,005 Allen County,IV,6,,32217,0,0
2018 - 2019,005 Allen County,IV,7,,32217,0,0
2018 - 2019,005 Allen County,IV,8,,32217,0,0
2018 - 2019,005 Allen County,IV,9,,32217,0,0
2018 - 2019,005 Allen County,IV,10,,32217,0,0
2018 - 2019,005 Allen County,IV,11,,32217,0,0
2018 - 2019,005 Allen County,IV,12,,32217,0,0
2018 - 2019,005 Allen County,IV,13,,32217,0,0
2018 - 2019,005 Allen County,IV,14,,32217,0,0
2018 - 2019,005 Allen County,IV,15,,32217,0,0
2018 - 2019,005 Allen County,IV,16,,32217,0,0
2018 - 2019,005 Allen County,IV,17,,32217,0,0
2018 - 2019,005 Allen County,IV,18,,32217,0,0
2018 - 2019,005 Allen County,IV,19,,32217,0,0
2018 - 2019,005 Allen County,IV,20,,32217,0,0
2018 - 2019,005 Allen County,IV,21,,32217,0,0
2018 - 2019,005 Allen County,IV,22,,32217,0,0
2018 - 2019,005 Allen County,IV,23,,32217,0,0
2018 - 2019,005 Allen County,IV,24,,32217,0,0
2018 - 2019,005 Allen County,IV,25,,32217,0,0
2018 - 2019,005 Allen County,IV,26,,32217,0,0
2018 - 2019,005 Allen County,IV,27,,32217,0,0
2018 - 2019,005 Allen County,IV,28,,32217,0,0
2018 - 2019,005 Allen County,IV,29,,32217,0,0
2018 - 2019,005 Allen County,IV,30,,32217,0,0
2018 - 2019,005 Allen County,IV,31,,32217,0,0
2018 - 2019,005 Allen County,IV,32,,32217,0,0
2018 - 2019,005 Allen County,IV,33,,32217,0,0
2018 - 2019,005 Allen County,IV,34,,32217,0,0
2018 - 2019,005 Allen County,IV,35,,32217,0,0
2018 - 2019,005 Allen County,IV,36,,32217,0,0
2018 - 2019,005 Allen County,IV,37,,32217,0,0
2018 - 2019,005 Allen County,IV,38,,32217,0,0
2018 - 2019,005 Allen County,IV,39,,32217,0,0
2018 - 2019,005 Allen County,IV,40,,32217,0,0
2018 - 2019,005 Allen County,V,0,,30810,0,0
2018 - 2019,005 Allen County,V,1,,30810,0,0
2018 - 2019,005 Allen County,V,2,,30810,0,0
2018 - 2019,005 Allen County,V,3,,30810,0,0
2018 - 2019,005 Allen County,V,4,,30810,0,0
2018 - 2019,005 Allen County,V,5,,30810,0,0
2018 - 2019,005 Allen County,V,6,,30810,0,0
2018 - 2019,005 Allen County,V,7,,30810,0,0
2018 - 2019,005 Allen County,V,8,,30810,0,0
2018 - 2019,005 Allen County,V,9,,30810,0,0
2018 - 2019,005 Allen County,V,10,,30810,0,0
2018 - 2019,005 Allen County,V,11,,30810,0,0
2018 - 2019,005 Allen County,V,12,,30810,0,0
2018 - 2019,005 Allen County,V,13,,30810,0,0
2018 - 2019,005 Allen County,V,14,,30810,0,0
2018 - 2019,005 Allen County,V,15,,30810,0,0
2018 - 2019,005 Allen County,V,16,,30810,0,0
2018 - 2019,005 Allen County,V,17,,30810,0,0
2018 - 2019,005 Allen County,V,18,,30810,0,0
2018 - 2019,005 Allen County,V,19,,30810,0,0
2018 - 2019,005 Allen County,V,20,,30810,0,0
2018 - 2019,005 Allen County,V,21,,30810,0,0
2018 - 2019,005 Allen County,V,22,,30810,0,0
2018 - 2019,005 Allen County,V,23,,30810,0,0
2018 - 2019,005 Allen County,V,24,,30810,0,0
2018 - 2019,005 Allen County,V,25,,30810,0,0
2018 - 2019,005 Allen County,V,26,,30810,0,0
2018 - 2019,005 Allen County,V,27,,30810,0,0
2018 - 2019,005 Allen County,V,28,,30810,0,0
2018 - 2019,005 Allen County,V,29,,30810,0,0
2018 - 2019,005 Allen County,V,30,,30810,0,0
2018 - 2019,005 Allen County,V,31,,30810,0,0
2018 - 2019,005 Allen County,V,32,,30810,0,0
2018 - 2019,005 Allen County,V,33,,30810,0,0
2018 - 2019,005 Allen County,V,34,,30810,0,0
2018 - 2019,005 Allen County,V,35,,30810,0,0
2018 - 2019,005 Allen County,V,36,,30810,0,0
2018 - 2019,005 Allen County,V,37,,30810,0,0
2018 - 2019,005 Allen County,V,38,,30810,0,0
2018 - 2019,005 Allen County,V,39,,30810,0,0
2018 - 2019,005 Allen County,V,40,,30810,0,0
2018 - 2019,006 Anchorage Independent,I,0,,52172,54523,0
2018 - 2019,006 Anchorage Independent,I,1,,53257,55607,0
2018 - 2019,006 Anchorage Independent,I,2,,54341,57779,0
2018 - 2019,006 Anchorage Independent,I,3,,55427,58874,0
2018 - 2019,006 Anchorage Independent,I,4,,56512,59990,0
2018 - 2019,006 Anchorage Independent,I,5,,57598,61103,0
2018 - 2019,006 Anchorage Independent,I,6,,58690,62218,0
2018 - 2019,006 Anchorage Independent,I,7,,59804,63333,0
2018 - 2019,006 Anchorage Independent,I,8,,60733,64448,0
2018 - 2019,006 Anchorage Independent,I,9,,61847,65564,0
2018 - 2019,006 Anchorage Independent,I,10,,62961,66677,0
2018 - 2019,006 Anchorage Independent,I,11,,66120,67792,0
2018 - 2019,006 Anchorage Independent,I,12,,67605,68906,0
2018 - 2019,006 Anchorage Independent,I,13,,69092,70022,0
2018 - 2019,006 Anchorage Independent,I,14,,70579,71136,0
2018 - 2019,006 Anchorage Independent,I,15,,72065,72252,0
2018 - 2019,006 Anchorage Independent,I,16,,73550,73738,0
2018 - 2019,006 Anchorage Independent,I,17,,75037,75409,0
2018 - 2019,006 Anchorage Independent,I,18,,76524,77082,0
2018 - 2019,006 Anchorage Independent,I,19,,77267,77824,0
2018 - 2019,006 Anchorage Independent,I,20,,78754,79312,0
2018 - 2019,006 Anchorage Independent,I,21,,78938,80053,0
2018 - 2019,006 Anchorage Independent,I,22,,79125,80796,0
2018 - 2019,006 Anchorage Independent,I,23,,79219,81539,0
2018 - 2019,006 Anchorage Independent,I,24,,79312,82283,0
2018 - 2019,006 Anchorage Independent,I,25,,80071,83398,0
2018 - 2019,006 Anchorage Independent,I,26,,80240,84512,0
2018 - 2019,006 Anchorage Independent,I,27,,81725,85440,0
2018 - 2019,006 Anchorage Independent,I,28,,81725,85440,0
2018 - 2019,006 Anchorage Independent,I,29,,81725,85440,0
2018 - 2019,006 Anchorage Independent,I,30,,81725,85440,0
2018 - 2019,006 Anchorage Independent,I,31,,81725,85440,0
2018 - 2019,006 Anchorage Independent,I,32,,81725,85440,0
2018 - 2019,006 Anchorage Independent,I,33,,81725,85440,0
2018 - 2019,006 Anchorage Independent,I,34,,81725,85440,0
2018 - 2019,006 Anchorage Independent,I,35,,81725,85440,0
2018 - 2019,006 Anchorage Independent,I,36,,81725,85440,0
2018 - 2019,006 Anchorage Independent,I,37,,81725,85440,0
2018 - 2019,006 Anchorage Independent,I,38,,81725,85440,0
2018 - 2019,006 Anchorage Independent,I,39,,81725,85440,0
2018 - 2019,006 Anchorage Independent,I,40,,81725,85440,0
2018 - 2019,006 Anchorage Independent,II,0,,46455,48191,0
2018 - 2019,006 Anchorage Independent,II,1,,47359,48914,0
2018 - 2019,006 Anchorage Independent,II,2,,48263,49639,0
2018 - 2019,006 Anchorage Independent,II,3,,49168,50361,0
2018 - 2019,006 Anchorage Independent,II,4,,50434,51084,0
2018 - 2019,006 Anchorage Independent,II,5,,51519,52531,0
2018 - 2019,006 Anchorage Independent,II,6,,52425,53980,0
2018 - 2019,006 Anchorage Independent,II,7,,53510,55427,0
2018 - 2019,006 Anchorage Independent,II,8,,54775,56875,0
2018 - 2019,006 Anchorage Independent,II,9,,56223,58320,0
2018 - 2019,006 Anchorage Independent,II,10,,57670,59804,0
2018 - 2019,006 Anchorage Independent,II,11,,60621,62405,0
2018 - 2019,006 Anchorage Independent,II,12,,62478,63890,0
2018 - 2019,006 Anchorage Independent,II,13,,63966,65377,0
2018 - 2019,006 Anchorage Independent,II,14,,65452,66864,0
2018 - 2019,006 Anchorage Independent,II,15,,66937,68350,0
2018 - 2019,006 Anchorage Independent,II,16,,69167,71694,0
2018 - 2019,006 Anchorage Independent,II,17,,71768,73550,0
2018 - 2019,006 Anchorage Independent,II,18,,72140,73737,0
2018 - 2019,006 Anchorage Independent,II,19,,72511,73921,0
2018 - 2019,006 Anchorage Independent,II,20,,73255,74665,0
2018 - 2019,006 Anchorage Independent,II,21,,73626,75037,0
2018 - 2019,006 Anchorage Independent,II,22,,73810,75409,0
2018 - 2019,006 Anchorage Independent,II,23,,73997,75780,0
2018 - 2019,006 Anchorage Independent,II,24,,74184,75967,0
2018 - 2019,006 Anchorage Independent,II,25,,74555,76152,0
2018 - 2019,006 Anchorage Independent,II,26,,74740,76524,0
2018 - 2019,006 Anchorage Independent,II,27,,76152,78010,0
2018 - 2019,006 Anchorage Independent,II,28,,76152,78010,0
2018 - 2019,006 Anchorage Independent,II,29,,76152,78010,0
2018 - 2019,006 Anchorage Independent,II,30,,76152,78010,0
2018 - 2019,006 Anchorage Independent,II,31,,76152,78010,0
2018 - 2019,006 Anchorage Independent,II,32,,76152,78010,0
2018 - 2019,006 Anchorage Independent,II,33,,76152,78010,0
2018 - 2019,006 Anchorage Independent,II,34,,76152,78010,0
2018 - 2019,006 Anchorage Independent,II,35,,76152,78010,0
2018 - 2019,006 Anchorage Independent,II,36,,76152,78010,0
2018 - 2019,006 Anchorage Independent,II,37,,76152,78010,0
2018 - 2019,006 Anchorage Independent,II,38,,76152,78010,0
2018 - 2019,006 Anchorage Independent,II,39,,76152,78010,0
2018 - 2019,006 Anchorage Independent,II,40,,76152,78010,0
2018 - 2019,006 Anchorage Independent,III,0,,41317,42763,0
2018 - 2019,006 Anchorage Independent,III,1,,42040,43669,0
2018 - 2019,006 Anchorage Independent,III,2,,42763,44574,0
2018 - 2019,006 Anchorage Independent,III,3,,43488,45479,0
